,text,tokens,actual,predicted
1785,) • AMEA,• • AMEA A M E A  •  • A  AM AME MEA ,az,pt
1786,elektronske in gumarske,elektronske in gumarske ele lek ekt ktr tro ron ons nsk ske ke  e i  in in  n g  gu gum uma mar ars rsk ske ,sl,nn
1787,( compresa tra,compresa c o m p r e s a tra t r a  co com omp mpr pre res esa sa  a t  tr tra ,it,ca
1788,1968 i New,i i New N e w  i  i N  Ne New ,sv,sh
1789,один и тот,один о д и н и и тот т о т оди дин ин  н и  и  и т  то тот ,ru,uk
1790,"( talleres ,",talleres t a l l e r e s  ta tal all lle ler ere res es  ,es,ca
1791,Furu ( 1895-1918,Furu F u r u Fur uru ru  u   ,no,de
1792,Astor ( 1848–1919,Astor A s t o r – – Ast sto tor or  r     – ,de,en
1793,Ljevica • Manjine,Ljevica • Manjine Lje jev evi vic ica ca  a •  •  • M  Ma Man anj nji jin ine ,sh,hr
1794,de Serveis Socials,de Serveis Socials de  e S  Se Ser erv rve vei eis is  s S  So Soc oci cia ial als ,ca,es
1795,", Jones D",Jones D  Jo Jon one nes es  s D ,ro,es
1796,) · Fermi,· · Fermi F e r m i  ·  · F  Fe Fer erm rmi ,ro,ca
1797,. Ten roku,Ten T e n roku r o k u  Te Ten en  n r  ro rok oku ,cs,sk
1798,at de regionale,at a t de d e regionale r e g i o n a l e at  t d  de de  e r  re reg egi gio ion ona nal ale ,da,nl
1799,2000 Reykjavík ·,Reykjavík R e y k j a v í k · ·  Re Rey eyk ykj kja jav aví vík ík  k · ,et,vo
1800,Révolution ... Pour servir d’introduction à la Biographie nouvelle des,Révolution Pour servir d’introduction à la Biographie nouvelle des Rév évo vol olu lut uti tio ion on  n     P  Po Pou our ur  r s  se ser erv rvi vir ir  r d  d’ d’i ’in int ntr tro rod odu duc uct cti tio ion on  n à  à  à l  la la  a B  Bi Bio iog ogr gra rap aph phi hie ie  e n  no nou ouv uve vel ell lle le  e d  de des ,de,fr
1801,", ed .",ed  ed ed  ,id,en
1802,modo que ele,modo que ele mod odo do  o q  qu que ue  e e  el ele ,pt,es
1803,"Kazakhstan ( 10,5 % ) , Nga ( 8,0 %",Kazakhstan K a z a k h s t a n Nga N g a Kaz aza zak akh khs hst sta tan an  n                     N  Ng Nga ga  a       ,vi,id
1804,for the Performing,for the Performing for or  r t  th the he  e P  Pe Per erf rfo for orm rmi min ing ,pl,en
1805,do The Walt,do The Walt do  o T  Th The he  e W  Wa Wal alt ,pl,en
1806,Clemens I •,Clemens C l e m e n s I I • • Cle lem eme men ens ns  s I  I  I • ,la,da
1807,18 ] .,,uk,en
1808,", la Axtone",la l a Axtone A x t o n e  la la  a A  Ax Axt xto ton one ,it,ca
1809,"616 , 787",,de,en
1810,• Varsovia •,• Varsovia • • V  Va Var ars rso sov ovi via ia  a • ,la,gl
1811,"Da Capo , p. 139 . ISBN 0-306-80890-0 .",Da D a Capo C a p o p p ISBN I S B N Da  a C  Ca Cap apo po  o     p  p  p         I  IS ISB SBN BN  N   ,ar,de
1812,perkataannya dan senang,perkataannya dan senang per erk rka kat ata taa aan ann nny nya ya  a d  da dan an  n s  se sen ena nan ang ,ms,id
1813,( Försvarsmakten ),Försvarsmakten F ö r s v a r s m a k t e n  Fö För örs rsv sva var ars rsm sma mak akt kte ten en  ,az,sv
1814,do Oxford University,do Oxford University do  o O  Ox Oxf xfo for ord rd  d U  Un Uni niv ive ver ers rsi sit ity ,vi,de
1815,DCB Finance Limited,DCB Finance Limited DCB CB  B F  Fi Fin ina nan anc nce ce  e L  Li Lim imi mit ite ted ,vi,en
1816,^ http :,http h t t p  ht htt ttp tp  ,ar,sv
1817,| Гаити |,Гаити Г а и т и  Га Гаи аит ити ти  ,ce,sr
1818,over a million,over a million ove ver er  r a  a  a m  mi mil ill lli lio ion ,hi,da
1819,te pritiske .,te pritiske te  e p  pr pri rit iti tis isk ske ke  ,sl,no
1820,". ) ,",,sh,en
1821,"• Kepala Batas , Alor Setar • Kodiang • Kota",• Kepala Batas Alor Setar • Kodiang • Kota • K  Ke Kep epa pal ala la  a B  Ba Bat ata tas as  s     A  Al Alo lor or  r S  Se Set eta tar ar  r •  •  • K  Ko Kod odi dia ian ang ng  g •  •  • K  Ko Kot ota ,ms,id
1822,дна,дна д н а дна ,zh,be
1823,. `` Yield,Yield   Y  Yi Yie iel eld ,war,es
1824,G. M. Reynders,G M Reynders G M  M  M R  Re Rey eyn ynd nde der ers ,vo,da
1825,": Ὅμηρος ,",Ὅμηρος Ὅ μ η ρ ο ς  Ὅμ Ὅμη μηρ ηρο ρος ος  ,nl,el
1826,all the world,all the world all ll  l t  th the he  e w  wo wor orl rld ,hi,en
1827, 2 ,,th,en
1828,Malta • Moldova,Malta M a l t a • • Moldova M o l d o v a Mal alt lta ta  a •  •  • M  Mo Mol old ldo dov ova ,az,cs
1829,"Alcyone , Sterope",Alcyone Sterope Alc lcy cyo yon one ne  e     S  St Ste ter ero rop ope ,kk,ru
1830,| Manukan |,Manukan  Ma Man anu nuk uka kan an  ,ceb,hy
1831,See more at,See more at See ee  e m  mo mor ore re  e a  at ,ro,en
1832,· Surinam ·,· · Surinam S u r i n a m · · · S  Su Sur uri rin ina nam am  m · ,sl,ro
1833,vai ser a,vai ser a vai ai  i s  se ser er  r a ,gl,de
1834,Global Consequences Following,Global Consequences Following Glo lob oba bal al  l C  Co Con ons nse seq equ que uen enc nce ces es  s F  Fo Fol oll llo low owi win ing ,ro,gl
1835,Bradley C. ;,Bradley C Bra rad adl dle ley ey  y C  C  ,fa,uk
1836,County .,County Cou oun unt nty ty  ,nn,en
1837,· Harold Harefoot,· Harold Harefoot · H  Ha Har aro rol old ld  d H  Ha Har are ref efo foo oot ,ms,no
1838,Sitía ( 8.000,Sitía Sit ití tía ía  a   ,nl,es
1839,: Выборы в,Выборы В ы б о р ы в в  Вы Выб ыбо бор оры ры  ы в ,ca,ru
1840,"Protection : Festschrift für Dieter Fleck , Berliner Wissenschafts-Verlag , Berlin 2004 . S. 477–487 . ISBN 3-8305-0568-X .",Protection Festschrift für Dieter Fleck Berliner WissenschaftsVerlag Berlin S – ISBN X Pro rot ote tec ect cti tio ion on  n     F  Fe Fes est sts tsc sch chr hri rif ift ft  t f  fü für ür  r D  Di Die iet ete ter er  r F  Fl Fle lec eck ck  k     B  Be Ber erl rli lin ine ner er  r W  Wi Wis iss sse sen ens nsc sch cha haf aft fts tsV sVe Ver erl rla lag ag  g     B  Be Ber erl rli lin in  n         S  S  S –  –  –     I  IS ISB SBN BN  N X  X  ,cs,de
1841,no pasa de,no pasa de no  o p  pa pas asa sa  a d  de ,es,gl
1842,g e s,g e s g e  e  e s ,ja,en
1843,2009 .,,el,en
1844,( ВЛКСМ ),ВЛКСМ В Л К С М  ВЛ ВЛК ЛКС КСМ СМ  ,uk,ru
1845,No . 429,No N o No  o   ,war,gl
1846,Young Adults PEDIATRICS Vol . 123 No . 1 January,Young Y o u n g Adults A d u l t s PEDIATRICS P E D I A T R I C S Vol V o l No N o January J a n u a r y You oun ung ng  g A  Ad Adu dul ult lts ts  s P  PE PED EDI DIA IAT ATR TRI RIC ICS CS  S V  Vo Vol ol  l         N  No No  o         J  Ja Jan anu nua uar ary ,sh,ca
1847,", PP Mount",PP Mount  PP PP  P M  Mo Mou oun unt ,hr,ro
1848,: 180–182 .,– –  –  ,ko,de
1849,") filio ,",filio  fi fil ili lio io  ,la,eo
1850,A9ho_re % C5,Ahore C Aho hor ore re  e     C ,cs,fr
1851,) '',,la,en
1852,over 3 100,over o v e r ove ver er  r   ,no,da
1853,"– Barcelona ,",– Barcelona – B  Ba Bar arc rce cel elo lon ona na  ,ca,sv
1854,· Andrew Jackson,· Andrew Jackson · A  An And ndr dre rew ew  w J  Ja Jac ack cks kso son ,sl,fr
1855,( 1912 ) · La Fontaine ( 1913 ) ·,· La Fontaine ·       ·  ·  · L  La La  a F  Fo Fon ont nta tai ain ine ne  e             · ,sl,fr
1856,ca . 2.800,ca c a ca  a   ,de,ro
1857,: 028179811 ·,· ·   · ,be,no
1858,a čočka .,a čočka a č  čo čoč očk čka ka  ,cs,sl
1859,. [ 55,,ca,en
1860,10 Ne 11,Ne N e  Ne Ne  ,la,it
1861,Barcelona-Catalunya ) ·,BarcelonaCatalunya B a r c e l o n a C a t a l u n y a · · Bar arc rce cel elo lon ona naC aCa Cat ata tal alu lun uny nya ya  a     · ,sv,ca
1862,", Gebrüder Borntraeger",Gebrüder Borntraeger  Ge Geb ebr brü rüd üde der er  r B  Bo Bor orn rnt ntr tra rae aeg ege ger ,fr,de
1863,( C ),C C  C  ,ca,zh
1864,Dom João III,Dom João III Dom om  m J  Jo Joã oão ão  o I  II III ,uz,pt
1865,"I London ,",I I London L o n d o n I L  Lo Lon ond ndo don on  ,da,no
1866,его последний секрет,его е г о последний п о с л е д н и й секрет с е к р е т его го  о п  по пос осл сле лед едн дни ний ий  й с  се сек екр кре рет ,uk,ru
1867,Chinijo .,Chinijo Chi hin ini nij ijo jo  ,sk,lt
1868,": 11 177,743",,eo,en
1869,"Values and Philosophy , Washington , 2004 , p. 91-134",Values and Philosophy Washington p Val alu lue ues es  s a  an and nd  d P  Ph Phi hil ilo los oso sop oph phy hy  y     W  Wa Was ash shi hin ing ngt gto ton on  n             p  p  ,ro,en
1870,"Нова Гвінея ,",Нова Н о в а Гвінея Г в і н е я Нов ова ва  а Г  Гв Гві він іне нея ея  ,uk,be
1871,] [ 9,,fi,en
1872,Taintor . I,Taintor I Tai ain int nto tor or  r     I ,it,en
1873,o 43.3 %,o o o   ,gl,pt
1874,: correlation of,correlation of  co cor orr rre rel ela lat ati tio ion on  n o  of ,fa,en
1875,( ast :,ast  as ast st  ,pt,en
1876,2041 2047 2052,,eo,en
1877,• Orien Greene,• • Orien O r i e n Greene G r e e n e • O  Or Ori rie ien en  n G  Gr Gre ree een ene ,pl,da
1878,( 1980-81 ),,sl,en
1879,centra [ f,centra f cen ent ntr tra ra  a     f ,sv,es
1880,Škotske 1320 .,Škotske Š k o t s k e Ško kot ots tsk ske ke  e   ,sh,sl
1881,Arteche · Balangiga · Balangkayan · Borongan · Can-avid ·,Arteche · Balangiga · Balangkayan · Borongan · Canavid · Art rte tec ech che he  e ·  ·  · B  Ba Bal ala lan ang ngi gig iga ga  a ·  ·  · B  Ba Bal ala lan ang ngk gka kay aya yan an  n ·  ·  · B  Bo Bor oro ron ong nga gan an  n ·  ·  · C  Ca Can ana nav avi vid id  d · ,war,ms
1882,:     R o y a l   N,R o y a l N               R  R  R o  o  o y  y  y a  a  a l  l  l         N ,th,es
1883,Toronu . Konrád,Toronu T o r o n u Konrád K o n r á d Tor oro ron onu nu  u     K  Ko Kon onr nrá rád ,cs,sk
1884,MI-La ( i,MILa i MIL ILa La  a     i ,no,it
1885,grav mare parte,grav mare parte gra rav av  v m  ma mar are re  e p  pa par art rte ,ro,it
1886,his 65th Birthday,his th Birthday his is  s t  th th  h B  Bi Bir irt rth thd hda day ,pt,en
1887,^ `` For,For   F  Fo For ,tr,no
1888,рабочего класса и,рабочего р а б о ч е г о класса к л а с с а и и раб або боч оче чег его го  о к  кл кла лас асс сса са  а и ,ka,ru
1889,· Iran ·,· Iran · · I  Ir Ira ran an  n · ,fr,nl
1890,. [ 19 ],    ,no,en
1891,. „ In,„ In  „  „ I  In ,ro,de
1892,posibil . Noul,posibil Noul pos osi sib ibi bil il  l     N  No Nou oul ,ro,it
1893,240 mio .,mio m i o  mi mio io  ,da,eo
1894,Design . A,Design D e s i g n A A Des esi sig ign gn  n     A ,es,ca
1895,) . Obično,Obično   O  Ob Obi bič ičn čno ,hr,sh
1896,a aft .,a a aft a f t a a  af aft ft  ,cs,da
1897,Jumani · Qhapaq,Jumani J u m a n i · · Qhapaq Q h a p a q Jum uma man ani ni  i ·  ·  · Q  Qh Qha hap apa paq ,hr,vi
1898,Anjou ( lenk,Anjou lenk Anj njo jou ou  u     l  le len enk ,lt,fr
1899,.cn .co .cr,cn co cr cn  n c  co co  o c  cr ,fa,it
1900,", ent need",ent need  en ent nt  t n  ne nee eed ,et,en
1901,[ 28 ],,ja,en
1902,1962 . Lev,Lev   L  Le Lev ,hr,fr
1903,"Зимбабве , (",Зимбабве З и м б а б в е Зим имб мба баб абв бве ве  е   ,kk,ru
1904,mètres d'altitude .,mètres m è t r e s daltitude d a l t i t u d e mèt ètr tre res es  s d  da dal alt lti tit itu tud ude de  ,fr,ca
1905,↑ История Востока,↑ ↑ История И с т о р и я Востока В о с т о к а ↑ И  Ис Ист сто тор ори рия ия  я В  Во Вос ост сто ток ока ,ko,ru
1906,10303-28 · 10383,· ·  ·  ,ms,no
1907,· 1964 ·,· · · · ·     · ,tr,no
1908,1928 ) •,• •   • ,uk,pl
1909,Mirror ( London,Mirror M i r r o r London L o n d o n Mir irr rro ror or  r     L  Lo Lon ond ndo don ,hy,no
1910,Sid . 116 . ISBN 0-8039-5912-5,Sid ISBN Sid id  d             I  IS ISB SBN BN  ,sv,de
1911,13 % .,,de,en
1912,] . Proksimume,Proksimume   P  Pr Pro rok oks ksi sim imu mum ume ,eo,sh
1913,x06041738 • RKD,x x • • RKD R K D x •  •  • R  RK RKD ,eo,pl
1914,of Wealth Held,of Wealth Held of  f W  We Wea eal alt lth th  h H  He Hel eld ,sv,en
1915,"in the tissues of the organ , in the blood",in the tissues of the organ in the blood in  n t  th the he  e t  ti tis iss ssu sue ues es  s o  of of  f t  th the he  e o  or org rga gan an  n     i  in in  n t  th the he  e b  bl blo loo ood ,it,en
1916,", es crea",es crea  es es  s c  cr cre rea ,ca,es
1917,Шарль де .,Шарль Ш а р л ь де д е Шар арл рль ль  ь д  де де  ,uk,kk
1918,· Kenya ·,· · Kenya K e n y a · · · K  Ke Ken eny nya ya  a · ,nn,ms
1919,( en albanés,en albanés  en en  n a  al alb lba ban ané nés ,gl,es
1920,down on combinatoric,down on combinatoric dow own wn  n o  on on  n c  co com omb mbi bin ina nat ato tor ori ric ,en,ro
1921,F. Becke .,F Becke F B  Be Bec eck cke ke  ,hy,de
1922,• Liechtenstein • Litauen • Luxembourg • Makedonien • Malta,• Liechtenstein • Litauen • Luxembourg • Makedonien • Malta • L  Li Lie iec ech cht hte ten ens nst ste tei ein in  n •  •  • L  Li Lit ita tau aue uen en  n •  •  • L  Lu Lux uxe xem emb mbo bou our urg rg  g •  •  • M  Ma Mak ake ked edo don oni nie ien en  n •  •  • M  Ma Mal alt lta ,da,de
1923,", der Roma",der Roma  de der er  r R  Ro Rom oma ,nn,de
1924,El funeral de,El E l funeral f u n e r a l de d e El  l f  fu fun une ner era ral al  l d  de ,es,ca
1925,Haven : Yale,Haven H a v e n Yale Y a l e Hav ave ven en  n     Y  Ya Yal ale ,ro,es
1926,Night .,Night N i g h t Nig igh ght ht  ,es,de
1927,da Cidade de,da Cidade de da  a C  Ci Cid ida dad ade de  e d  de ,gl,pt
1928,• Lepota •,• • Lepota L e p o t a • • • L  Le Lep epo pot ota ta  a • ,sh,pl
1929,1 ] ),,sh,en
1930,that [ MIT,that t h a t MIT M I T tha hat at  t     M  MI MIT ,th,en
1931, en,en  en ,ja,es
1932,( 1918–20 ),– –  –  ,hy,de
1933,· Болгария ·,· · Болгария Б о л г а р и я · · · Б  Бо Бол олг лга гар ари рия ия  я · ,kk,ru
1934,", sus metabolitos",sus s u s metabolitos m e t a b o l i t o s  su sus us  s m  me met eta tab abo bol oli lit ito tos ,es,eu
1935,leones rapaces [ 38 ] sicuti sustentacula [ 39 ],leones rapaces sicuti sustentacula leo eon one nes es  s r  ra rap apa pac ace ces es  s             s  si sic icu cut uti ti  i s  su sus ust ste ten ent nta tac acu cul ula la  a       ,la,es
1936,( 1996-1997 ),,fr,en
1937,"Taj Mahal ,",Taj Mahal Taj aj  j M  Ma Mah aha hal al  ,es,eo
1938,"of Egypt ,",of Egypt of  f E  Eg Egy gyp ypt pt  ,ru,en
1939,"`` , Jules Michelet , Histoire de France , éd",Jules Michelet Histoire de France éd   J  Ju Jul ule les es  s M  Mi Mic ich che hel ele let et  t     H  Hi His ist sto toi oir ire re  e d  de de  e F  Fr Fra ran anc nce ce  e     é  éd ,sh,fr
1940,the thought of,the thought of the he  e t  th tho hou oug ugh ght ht  t o  of ,eo,en
1941,1822 ж .,ж ж  ж  ,kk,ru
1942,Soviética . [,Soviética Sov ovi vié iét éti tic ica ca  a   ,pt,gl
1943,| Dumingag |,Dumingag  Du Dum umi min ing nga gag ag  ,ceb,war
1944,: de serie,de serie  de de  e s  se ser eri rie ,nl,es
1945,337-350 ) *,,it,en
1946,ISBN 9780879307448,ISBN I S B N ISB SBN BN  ,tr,de
1947,"inhalem , degut",inhalem degut inh nha hal ale lem em  m     d  de deg egu gut ,ca,pt
1948,) • Andorra,• • Andorra A n d o r r a  •  • A  An And ndo dor orr rra ,cs,eu
1949,"Philipa Rotha ,",Philipa Rotha Phi hil ili lip ipa pa  a R  Ro Rot oth tha ha  ,sl,en
1950,V a.C. ),V V aC a C V a  aC aC  ,pt,ro
1951,advertisement addressed to members of the House of Representatives .,advertisement addressed to members of the House of Representatives adv dve ver ert rti tis ise sem eme men ent nt  t a  ad add ddr dre res ess sse sed ed  d t  to to  o m  me mem emb mbe ber ers rs  s o  of of  f t  th the he  e H  Ho Hou ous use se  e o  of of  f R  Re Rep epr pre res ese sen ent nta tat ati tiv ive ves es  ,ru,en
1952,", 5.756 no",no   n  no ,gl,it
1953,2005 ; 2008,,it,en
1954,С . 89–104,С С – – С     – ,lt,de
1955,Santa María de,Santa María de San ant nta ta  a M  Ma Mar arí ría ía  a d  de ,fi,es
1956,": 069721580 , 18294834X · PTBNP : 1179447 · LIBRIS",X X · · PTBNP P T B N P · · LIBRIS L I B R I S       X  X  X ·  ·  · P  PT PTB TBN BNP NP  P         ·  ·  · L  LI LIB IBR BRI RIS ,be,hy
1957,usados para controlar,usados para controlar usa sad ado dos os  s p  pa par ara ra  a c  co con ont ntr tro rol ola lar ,gl,pt
1958,", deserves our",deserves our  de des ese ser erv rve ves es  s o  ou our ,en,fr
1959,especificamente recursos de,especificamente recursos de esp spe pec eci cif ifi fic ica cam ame men ent nte te  e r  re rec ecu cur urs rso sos os  s d  de ,pt,gl
1960,sobre ela nun,sobre s o b r e ela e l a nun n u n sob obr bre re  e e  el ela la  a n  nu nun ,gl,ca
1961,određenim vremenskim razmacima,određenim vremenskim razmacima odr dre ređ eđe đen eni nim im  m v  vr vre rem eme men ens nsk ski kim im  m r  ra raz azm zma mac aci cim ima ,hr,sh
1962,anTOnjo giNART agiLAR,anTOnjo giNART agiLAR anT nTO TOn Onj njo jo  o g  gi giN iNA NAR ART RT  T a  ag agi giL iLA LAR ,eo,uz
1963,may populasyon nga,may populasyon nga may ay  y p  po pop opu pul ula las asy syo yon on  n n  ng nga ,ceb,war
1964,"The Watchtower ,",The Watchtower The he  e W  Wa Wat atc tch cht hto tow owe wer er  ,ca,nl
1965,8057 km [,km k m  km km  ,hu,cs
1966,esteri Gramont affermò,esteri e s t e r i Gramont G r a m o n t affermò a f f e r m ò est ste ter eri ri  i G  Gr Gra ram amo mon ont nt  t a  af aff ffe fer erm rmò ,it,ca
1967,", Elmag RTV",Elmag E l m a g RTV R T V  El Elm lma mag ag  g R  RT RTV ,cs,ca
1968,( 1802 ),,da,en
1969,of our earth,of our earth of  f o  ou our ur  r e  ea ear art rth ,el,en
1970,[ 2009-02-02 ],,zh,en
1971,Fox & Fowle,Fox F o x Fowle F o w l e Fox ox  x     F  Fo Fow owl wle ,tr,nl
1972,: 2006» .,»  »  ,el,fr
1973,[166],,ja,en
1974,ha ( a,ha a ha  a     a ,nl,es
1975,svovel og svoveldioksid,svovel og svoveldioksid svo vov ove vel el  l o  og og  g s  sv svo vov ove vel eld ldi dio iok oks ksi sid ,nn,no
1976,) . На,На Н а   Н  На ,sr,bg
1977,瀟賀古道、開庾嶺,瀟賀古道、開庾嶺 瀟 賀 古 道 、 開 庾 嶺 瀟賀古 賀古道 古道、 道、開 、開庾 開庾嶺 ,zh,ja
1978,Iudaei et Mohammedani,Iudaei et Mohammedani Iud uda dae aei ei  i e  et et  t M  Mo Moh oha ham amm mme med eda dan ani ,la,nn
1979,rti,rti rti ,zh,fr
1980,de a protesta,de a protesta de  e a  a  a p  pr pro rot ote tes est sta ,ro,es
1981,"n. m. ,",n n m m n m  m  ,sk,en
1982,": Asser ,",Asser  As Ass sse ser er  ,fi,de
1983,Nizam-ı Cedid (,Nizamı N i z a m ı Cedid C e d i d Niz iza zam amı mı  ı C  Ce Ced edi did id  ,en,tr
1984,Line-Item-Veto ) .,LineItemVeto Lin ine neI eIt Ite tem emV mVe Vet eto to  o   ,de,sl
1985,"i proturevolucija u Njemačkoj ( 1852 ) , Anti-Dühring (",i proturevolucija u Njemačkoj AntiDühring i p  pr pro rot otu tur ure rev evo vol olu luc uci cij ija ja  a u  u  u N  Nj Nje jem ema mač ačk čko koj oj  j                 A  An Ant nti tiD iDü Düh ühr hri rin ing ng  ,hr,sh
1986,"du ghetto ,",du ghetto du  u g  gh ghe het ett tto to  ,de,it
1987,va pas se,va pas se va  a p  pa pas as  s s  se ,fr,es
1988,solid and liquid,solid and liquid sol oli lid id  d a  an and nd  d l  li liq iqu qui uid ,hi,en
1989,", segons (",segons s e g o n s  se seg ego gon ons ns  ,sv,ca
1990,cun 48.5 %,cun c u n cun un  n   ,gl,it
1991,"Rasner , C.",Rasner R a s n e r C C Ras asn sne ner er  r     C ,id,ca
1992,a castle here,a castle here a c  ca cas ast stl tle le  e h  he her ere ,az,en
1993,Hermann Carmiencke -,Hermann Carmiencke Her erm rma man ann nn  n C  Ca Car arm rmi mie ien enc nck cke ke  ,da,de
1994,• Nederlands (,• • Nederlands N e d e r l a n d s • N  Ne Ned ede der erl rla lan and nds ds  ,ms,da
1995,"5 ] ,",,it,en
1996,"de 2009 ,",de de  e   ,pt,es
1997,"mesmo ano ,",mesmo ano mes esm smo mo  o a  an ano no  ,pt,gl
1998,economia ... [,economia eco con ono nom omi mia ia  a   ,pt,it
1999,"Najvišja točka ,",Najvišja točka Naj ajv jvi viš išj šja ja  a t  to toč očk čka ka  ,sl,hr
2000,) ( 1997,,hu,en
2001,eurobarometer figures (,eurobarometer e u r o b a r o m e t e r figures f i g u r e s eur uro rob oba bar aro rom ome met ete ter er  r f  fi fig igu gur ure res es  ,fa,ca
2002,"Outras fontes ,",Outras fontes Out utr tra ras as  s f  fo fon ont nte tes es  ,gl,pt
2003,Companys i Jover,Companys C o m p a n y s i i Jover J o v e r Com omp mpa pan any nys ys  s i  i  i J  Jo Jov ove ver ,pl,ca
2004,der også omfatter,der også omfatter der er  r o  og ogs gså så  å o  om omf mfa fat att tte ter ,da,no
2005,1804 1810 1821,,eo,en
2006,Türkmençe ) ·,Türkmençe T ü r k m e n ç e · · Tür ürk rkm kme men enç nçe çe  e     · ,kk,tr
2007,til Operation Triton,til Operation Triton til il  l O  Op Ope per era rat ati tio ion on  n T  Tr Tri rit ito ton ,da,en
2008,Diseases 12 ( 1 ) : 59–66 . doi :,Diseases – doi Dis ise sea eas ase ses es  s                     –  –  –     d  do doi oi  ,hi,en
2009,. — 494,— —  —  ,be,ru
2010,Rivne Universal Avia,Rivne Universal Avia Riv ivn vne ne  e U  Un Uni niv ive ver ers rsa sal al  l A  Av Avi via ,id,it
2011,", res /",res  re res es  ,la,fr
2012,YOU KNOW ?,YOU Y O U KNOW K N O W YOU OU  U K  KN KNO NOW OW  ,vi,pt
2013,a nivel global,a nivel global a n  ni niv ive vel el  l g  gl glo lob oba bal ,gl,es
2014,"vidas , ``",vidas v i d a s vid ida das as  s   ,pt,de
2015,i na dela,i na dela i n  na na  a d  de del ela ,sh,ca
2016,"«estilo Watteau» ,",«estilo Watteau» «es est sti til ilo lo  o W  Wa Wat att tte tea eau au» u»  ,es,it
2017,1100pr . n.,pr n pr  r     n ,sl,de
2018,lyhenne brt [,lyhenne brt lyh yhe hen enn nne ne  e b  br brt rt  ,fi,nn
2019,"one noun ,",one noun one ne  e n  no nou oun un  ,en,it
2020,"SS , partiet",SS partiet SS  S     p  pa par art rti tie iet ,sv,en
2021,1904 ) ·,· ·   · ,sl,no
2022,[ 118 ],,nn,en
2023,yang menggunakan teknik,yang menggunakan teknik yan ang ng  g m  me men eng ngg ggu gun una nak aka kan an  n t  te tek ekn kni nik ,ms,id
2024,· Lakai ·,· · Lakai L a k a i · · · L  La Lak aka kai ai  i · ,lt,id
2025,"York , og",York og Yor ork rk  k     o  og ,nn,no
2026,Gnosticizam • Humanizam,Gnosticizam • Humanizam Gno nos ost sti tic ici ciz iza zam am  m •  •  • H  Hu Hum uma man ani niz iza zam ,sh,hr
2027,. [ 25,,el,en
2028,And Others Come,And Others Come And nd  d O  Ot Oth the her ers rs  s C  Co Com ome ,tr,en
2029,dunia pada usia,dunia pada usia dun uni nia ia  a p  pa pad ada da  a u  us usi sia ,ms,id
2030,場 、,場 場 、 、 場 、 ,zh,ja
2031,Polsha ( Polska,Polsha P o l s h a Polska P o l s k a Pol ols lsh sha ha  a     P  Po Pol ols lsk ska ,uz,pl
2032,• IFOR •,• • IFOR I F O R • • • I  IF IFO FOR OR  R • ,uk,da
2033,· Newport,· · Newport N e w p o r t · N  Ne New ewp wpo por ort ,id,nl
2034,i que en,i que en i q  qu que ue  e e  en ,ca,es
2035,« . Kada,« Kada «     K  Ka Kad ada ,hr,sh
2036,S. 287 f .,S f S     f  f  ,de,en
2037,· Mercedes ·,· Mercedes · · M  Me Mer erc rce ced ede des es  s · ,war,fr
2038,"History , Oxford",History Oxford His ist sto tor ory ry  y     O  Ox Oxf xfo for ord ,bg,en
2039,H ) :,H H H   ,nn,en
2040,"2 2+ ,",,el,en
2041,Abando • Abusu,Abando • Abusu Aba ban and ndo do  o •  •  • A  Ab Abu bus usu ,eu,gl
2042,Liberty • 1988,Liberty L i b e r t y • • Lib ibe ber ert rty ty  y •  •  ,pl,da
2043,] Andien ja,Andien ja  An And ndi die ien en  n j  ja ,fi,de
2044,v Tartúsu .,v v Tartúsu T a r t ú s u v T  Ta Tar art rtú tús úsu su  ,cs,sk
2045,"merenneito , Peukalo-Liisa",merenneito PeukaloLiisa mer ere ren enn nne nei eit ito to  o     P  Pe Peu euk uka kal alo loL oLi Lii iis isa ,fi,et
2046,", Calif. , London , and New Delhi : Sage",Calif London and New Delhi Sage  Ca Cal ali lif if  f     L  Lo Lon ond ndo don on  n     a  an and nd  d N  Ne New ew  w D  De Del elh lhi hi  i     S  Sa Sag age ,eo,en
2047,", а много",а а много м н о г о  а  а м  мн мно ног ого ,bg,sr
2048,"Mendoza , T.",Mendoza M e n d o z a T T Men end ndo doz oza za  a     T ,en,fr
2049,"Denver , CO",Denver D e n v e r CO C O Den env nve ver er  r     C  CO ,hu,ca
2050,Glenvar Heights ·,Glenvar Heights · Gle len env nva var ar  r H  He Hei eig igh ght hts ts  s · ,it,no
2051,24 ] В,В В   В ,uk,ru
2052,": Yakko ,",Yakko Y a k k o  Ya Yak akk kko ko  ,it,tr
2053,Kindlers Literaturlexikon .,Kindlers K i n d l e r s Literaturlexikon L i t e r a t u r l e x i k o n Kin ind ndl dle ler ers rs  s L  Li Lit ite ter era rat atu tur url rle lex exi xik iko kon on  ,de,sv
2054,. [ 132,,uk,en
2055,Lycopersicon esculentum в,Lycopersicon esculentum в Lyc yco cop ope per ers rsi sic ico con on  n e  es esc scu cul ule len ent ntu tum um  m в ,ru,la
2056,· Esperanto ·,· Esperanto · · E  Es Esp spe per era ran ant nto to  o · ,nl,it
2057,Mississippi · Missouri,Mississippi M i s s i s s i p p i · · Missouri M i s s o u r i Mis iss ssi sis iss ssi sip ipp ppi pi  i ·  ·  · M  Mi Mis iss sso sou our uri ,th,ro
